Date,Open,Low,High,Close,Volume,Amount
2016-12-09 00:00:00,19.226,18.278,19.510,18.278,377706,2151719000.00
2016-12-16 00:00:00,18.211,17.644,18.375,18.111,507234,2738741000.00
2016-12-23 00:00:00,18.061,17.781,18.328,17.781,258868,1409197000.00
2016-12-30 00:00:00,17.661,16.943,17.878,17.814,250159,1322379000.00
2017-01-06 00:00:00,17.911,17.844,18.669,18.185,231371,1274284000.00
2017-01-13 00:00:00,18.238,17.280,18.262,17.327,258258,1382642000.00
2017-01-20 00:00:00,16.609,15.140,16.709,15.711,670113,3162962000.00
2017-01-27 00:00:00,15.691,15.531,16.228,16.118,249316,1192034000.00
2017-02-03 00:00:00,16.128,15.875,16.208,15.911,36138,173534000.00
2017-02-10 00:00:00,15.911,15.865,16.455,16.275,240551,1176051000.00
2017-03-10 00:00:00,16.696,16.609,18.242,17.454,782298,4096259000.00
2017-03-17 00:00:00,17.510,14.723,18.011,15.130,2756303,13003830000.00
2017-03-24 00:00:00,15.107,13.982,15.107,14.275,1540131,6722199000.00
2017-03-31 00:00:00,14.272,13.271,14.366,13.437,1142926,4770069000.00
2017-04-07 00:00:00,13.387,13.284,13.798,13.488,465545,1906937000.00
2017-04-14 00:00:00,13.287,12.680,13.367,12.696,800555,3123848000.00
2017-04-21 00:00:00,12.620,12.156,13.230,12.960,1123912,4322574000.00
2017-04-28 00:00:00,12.997,12.150,13.530,13.310,3359274,4766349000.00
2017-05-05 00:00:00,13.300,12.930,13.580,13.080,2938521,3884602000.00
2017-05-12 00:00:00,12.920,11.910,13.000,12.190,2848830,3561457000.00
2017-05-19 00:00:00,12.300,11.340,12.540,11.940,2765074,3325912000.00
2017-05-26 00:00:00,11.850,10.780,11.930,11.160,2068835,2326685000.00
2017-06-02 00:00:00,11.390,10.710,11.460,11.220,1192473,1322935000.00
2017-06-09 00:00:00,11.250,11.170,11.730,11.440,2033101,2320801000.00
2017-06-16 00:00:00,11.320,11.160,12.670,12.190,4387792,5327132000.00
2017-06-23 00:00:00,12.180,11.410,12.390,11.730,2618913,3154650000.00
2017-06-30 00:00:00,11.660,11.640,12.270,12.070,2279979,2738328000.00
2017-07-07 00:00:00,12.050,11.750,12.420,11.800,2413772,2918830000.00
2017-07-14 00:00:00,11.730,10.400,11.810,10.430,2464595,2757685000.00
2017-07-21 00:00:00,10.400,9.520,10.400,9.600,724354,712942700.00
